Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),Thermocouple 5 (deg C),Thermocouple 6 (deg C),Thermocouple 7 (deg C),Thermocouple 8 (deg C),Thermocouple 9 (deg C),EGT 2 (deg C),Thermocouple 11 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),CHT 1 TEMPERATURE (deg C),CHT 2 TEMPERATURE (deg C),ELEV POSITION (%),FUEL PRESSURE (PSI),PHEAT CONTACT (V),GP Input 6,GP Input 7,GP Input 8,GP Input 9,GP Input 10,OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,
0.06,,,,,,,,,+0.0,,,,,10:24:22,,,,,,,,,,,,,,,,,138,,101.0,+0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,188.7,140.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.06,1,12,2022-09-24 10:24:22,+55.36721,+10.03029,200,0.0,355.4,-3.8,,,,,10:24:21,,,,,,,,,,,,,,,,,138,,101.0,+0,,0,0,,,,,,,,,,,,,,,3,0,0,"7000",,,,,,,,,,,,18.5,,,,188.7,140.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.06,1,12,2022-09-24 10:24:23,+55.36721,+10.03029,200,0.0,355.4,-3.8,,,,,10:24:22,,,,,,,,,,,,,,,,,138,,101.0,+0,,0,0,,,,,,,,,,,,,,,3,0,0,"7000",,,,,,,,,,,,18.5,,,,188.7,140.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.06,1,12,2022-09-24 10:24:24,+55.36721,+10.03029,200,0.0,355.4,-3.8,,,,,10:24:23,,,,,,,,,,,,,,,,,138,,101.0,+0,,0,0,,,,,,,,,,,,,,,3,0,0,"7000",,,,,,,,,,,,18.5,,,,188.7,140.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.06,1,12,2022-09-24 10:24:25,+55.36721,+10.03029,201,0.0,355.4,-3.8,,,,,10:24:24,,,,,,,,,,,,,,,,,138,,101.0,+0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,188.7,140.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.06,1,12,2022-09-24 10:24:26,+55.36722,+10.03029,201,0.0,355.4,-3.8,,,,,10:24:25,,,,,,,,,,,,,,,,,138,,101.0,+0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,188.7,140.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.06,1,12,2022-09-24 10:24:27,+55.36722,+10.03029,201,0.0,355.4,-3.8,,,,,10:24:26,,,,,,,,,,,,,,,,,138,,101.0,+0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,188.7,140.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.06,1,12,2022-09-24 10:24:28,+55.36722,+10.03028,201,0.0,355.4,-3.8,,,,,10:24:27,,,,,,,,,,,,,,,,,138,,101.0,+0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,188.7,140.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.06,1,12,2022-09-24 10:24:29,+55.36722,+10.03028,201,0.0,355.4,-3.8,,,,,10:24:28,,,,,,,,,,,,,,,,,138,,101.0,+0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,188.7,140.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.06,1,12,2022-09-24 10:24:30,+55.36722,+10.03028,201,0.0,355.4,-3.8,,,,,10:24:29,,,,,,,,,,,,,,,,,138,,101.0,+0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,,,188.7,140.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.69,1,12,2022-09-24 10:27:07,+55.36716,+10.03032,172,0.0,355.4,-3.8,,,,,10:27:07,+2.4,-1.3,185.3,0.0,+173,-0.0,-0.02,+1.0,99,+8,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,3,0,0,"7000",3,+65,0,0,30.1,,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+66.2,+64.7,+13,+0.5,+4.998,,,,,,+3.3,+64.6,,,,,
167.69,1,12,2022-09-24 10:27:08,+55.36716,+10.03032,172,0.0,355.4,-3.8,,,,,10:27:08,+2.4,-1.3,185.2,0.0,+173,-0.0,-0.02,+1.0,99,-5,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
168.69,1,12,2022-09-24 10:27:09,+55.36716,+10.03032,173,0.0,355.4,-3.8,,,,,10:27:09,+2.4,-1.3,185.2,0.0,+173,+0.0,-0.02,+1.0,99,+6,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
169.69,1,12,2022-09-24 10:27:10,+55.36716,+10.03032,173,0.0,355.4,-3.8,,,,,10:27:10,+2.5,-1.3,185.2,0.0,+173,+0.0,-0.02,+1.0,99,+6,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
170.69,1,12,2022-09-24 10:27:11,+55.36717,+10.03032,173,0.0,355.4,-3.8,,,,,10:27:11,+2.5,-1.3,185.3,0.0,+173,+0.1,-0.02,+1.0,99,-7,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
171.69,1,12,2022-09-24 10:27:12,+55.36717,+10.03032,173,0.0,355.4,-3.8,,,,,10:27:12,+2.5,-1.3,185.2,0.0,+173,+0.0,-0.02,+1.0,99,+13,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
172.69,1,12,2022-09-24 10:27:13,+55.36717,+10.03032,173,0.0,355.4,-3.8,,,,,10:27:13,+2.5,-1.3,185.2,0.0,+173,+0.0,-0.02,+1.0,99,-2,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
173.69,1,12,2022-09-24 10:27:14,+55.36717,+10.03032,173,0.0,355.4,-3.8,,,,,10:27:14,+2.5,-1.3,185.2,0.0,+173,+0.0,-0.02,+1.0,99,+2,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
174.69,1,12,2022-09-24 10:27:15,+55.36717,+10.03032,173,0.0,355.4,-3.8,,,,,10:27:15,+2.4,-1.3,185.2,0.0,+173,+0.0,-0.02,+1.0,99,+3,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
175.69,1,12,2022-09-24 10:27:16,+55.36717,+10.03032,173,0.0,355.4,-3.8,,,,,10:27:16,+2.4,-1.3,185.2,0.0,+173,+0.0,-0.02,+1.0,99,+8,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
176.69,1,12,2022-09-24 10:27:17,+55.36717,+10.03032,174,0.0,355.4,-3.8,,,,,10:27:17,+2.5,-1.2,185.2,0.0,+173,+0.0,-0.02,+1.0,99,-19,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
177.69,1,12,2022-09-24 10:27:18,+55.36716,+10.03032,174,0.0,355.4,-3.8,,,,,10:27:18,+2.5,-1.2,185.1,0.0,+173,+0.0,-0.02,+1.0,99,-10,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
178.69,1,12,2022-09-24 10:27:19,+55.36716,+10.03032,174,0.0,355.4,-3.8,,,,,10:27:19,+2.5,-1.3,185.2,0.0,+173,+0.0,-0.02,+1.0,99,-5,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
179.69,1,12,2022-09-24 10:27:20,+55.36716,+10.03032,174,0.0,355.4,-3.8,,,,,10:27:20,+2.5,-1.2,185.2,0.0,+173,+0.0,-0.02,+1.0,99,+1,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
180.69,1,12,2022-09-24 10:27:21,+55.36716,+10.03032,174,0.0,355.4,-3.8,,,,,10:27:21,+2.5,-1.3,185.2,0.0,+173,+0.0,-0.02,+1.0,99,+0,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
181.69,1,12,2022-09-24 10:27:22,+55.36716,+10.03032,175,0.0,355.4,-3.8,,,,,10:27:22,+2.5,-1.3,185.3,0.0,+173,+0.0,-0.02,+1.0,99,-8,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
182.69,1,12,2022-09-24 10:27:23,+55.36716,+10.03032,175,0.0,355.4,-3.8,,,,,10:27:23,+2.5,-1.4,185.3,0.0,+173,+0.0,-0.02,+1.0,99,+9,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
183.69,1,12,2022-09-24 10:27:24,+55.36716,+10.03032,175,0.0,355.4,-3.8,,,,,10:27:24,+2.5,-1.4,185.4,0.0,+173,+0.0,-0.02,+1.0,99,+4,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
184.69,1,12,2022-09-24 10:27:25,+55.36716,+10.03032,176,0.0,355.4,-3.8,,,,,10:27:25,+2.5,-1.4,185.4,0.0,+173,+0.0,-0.02,+1.0,99,-22,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
185.69,1,12,2022-09-24 10:27:26,+55.36716,+10.03032,176,0.0,355.4,-3.8,,,,,10:27:26,+2.5,-1.4,185.5,0.0,+173,+0.1,-0.02,+1.0,99,-20,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.1,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
186.69,1,12,2022-09-24 10:27:27,+55.36716,+10.03032,176,0.0,355.4,-3.8,,,,,10:27:27,+2.5,-1.2,185.5,0.0,+173,+0.1,-0.02,+1.0,99,-5,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
187.69,1,12,2022-09-24 10:27:28,+55.36716,+10.03032,177,0.0,355.4,-3.8,,,,,10:27:28,+2.4,-1.2,185.3,0.0,+173,+0.1,-0.02,+1.0,99,-14,+16,0.0,30.04,+349,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
188.69,1,12,2022-09-24 10:27:29,+55.36716,+10.03032,177,0.0,355.4,-3.8,,,,,10:27:29,+2.4,-1.1,185.2,0.0,+173,+0.0,-0.02,+1.0,99,+10,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
189.69,1,12,2022-09-24 10:27:30,+55.36716,+10.03032,177,0.0,355.4,-3.8,,,,,10:27:30,+2.4,-1.2,185.1,0.0,+173,+0.0,-0.02,+1.0,99,+0,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
190.69,1,12,2022-09-24 10:27:31,+55.36716,+10.03032,178,0.0,355.4,-3.8,,,,,10:27:31,+2.4,-1.2,185.1,0.0,+173,+0.0,-0.02,+1.0,99,-33,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
191.69,1,12,2022-09-24 10:27:32,+55.36716,+10.03032,178,0.0,355.4,-3.8,,,,,10:27:32,+2.4,-1.2,185.1,0.0,+173,+0.0,-0.02,+1.0,99,+15,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
192.69,1,12,2022-09-24 10:27:33,+55.36716,+10.03032,178,0.0,355.4,-3.8,,,,,10:27:33,+2.4,-1.2,185.1,0.0,+173,+0.0,-0.02,+1.0,99,+11,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
193.69,1,12,2022-09-24 10:27:34,+55.36716,+10.03032,178,0.0,355.4,-3.8,,,,,10:27:34,+2.4,-1.3,185.1,0.0,+173,+0.0,-0.02,+1.0,99,+1,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
194.69,1,12,2022-09-24 10:27:35,+55.36716,+10.03032,178,0.0,355.4,-3.8,,,,,10:27:35,+2.4,-1.3,185.2,0.0,+173,+0.0,-0.02,+1.0,99,+5,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
195.69,1,12,2022-09-24 10:27:36,+55.36716,+10.03032,179,0.0,355.4,-3.8,,,,,10:27:36,+2.4,-1.3,185.2,0.0,+173,+0.0,-0.02,+1.0,99,-35,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
196.69,1,12,2022-09-24 10:27:37,+55.36716,+10.03032,179,0.0,355.4,-3.8,,,,,10:27:37,+2.4,-1.3,185.2,0.0,+173,+0.1,-0.02,+1.0,99,-45,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
197.69,1,12,2022-09-24 10:27:38,+55.36716,+10.03032,179,0.0,355.4,-3.8,,,,,10:27:38,+2.4,-1.2,185.2,0.0,+173,+0.1,-0.02,+1.0,99,-8,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
198.69,1,12,2022-09-24 10:27:39,+55.36716,+10.03032,179,0.0,355.4,-3.8,,,,,10:27:39,+2.4,-1.3,185.2,0.0,+173,+0.0,-0.02,+1.0,99,-14,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
199.69,1,12,2022-09-24 10:27:40,+55.36716,+10.03032,179,0.0,355.4,-3.8,,,,,10:27:40,+2.4,-1.2,185.2,0.0,+173,+0.0,-0.02,+1.0,99,-42,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
200.69,1,12,2022-09-24 10:27:41,+55.36716,+10.03032,179,0.0,355.4,-3.8,,,,,10:27:41,+2.4,-1.2,185.1,0.0,+173,+0.0,-0.02,+1.0,99,+4,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
201.69,1,12,2022-09-24 10:27:42,+55.36716,+10.03032,179,0.0,355.4,-3.8,,,,,10:27:42,+2.3,-1.2,185.1,0.0,+173,+0.0,-0.02,+1.0,99,+2,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
202.69,1,12,2022-09-24 10:27:43,+55.36716,+10.03032,179,0.0,355.4,-3.8,,,,,10:27:43,+2.4,-1.2,185.1,0.0,+173,+0.1,-0.02,+1.0,99,+19,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
203.69,1,12,2022-09-24 10:27:44,+55.36716,+10.03032,179,0.0,355.4,-3.8,,,,,10:27:44,+2.4,-1.1,185.1,0.0,+173,+0.1,-0.02,+1.0,99,+7,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
204.69,1,12,2022-09-24 10:27:45,+55.36716,+10.03032,179,0.0,355.4,-3.8,,,,,10:27:45,+2.4,-1.1,185.0,0.0,+173,+0.0,-0.02,+1.0,99,-18,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
205.69,1,12,2022-09-24 10:27:46,+55.36717,+10.03033,179,0.0,355.4,-3.8,,,,,10:27:46,+2.4,-1.2,185.0,0.0,+173,+0.0,-0.02,+1.0,99,+10,+16,0.0,30.04,+351,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
206.69,1,12,2022-09-24 10:27:47,+55.36717,+10.03033,179,0.0,355.4,-3.8,,,,,10:27:47,+2.4,-1.2,185.0,0.0,+173,+0.0,-0.02,+1.0,99,+33,+16,0.0,30.04,+360,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
207.69,1,12,2022-09-24 10:27:48,+55.36717,+10.03033,179,0.0,355.4,-3.8,,,,,10:27:48,+2.5,-1.3,185.1,0.0,+173,+0.0,-0.02,+1.0,99,+9,+16,0.0,30.04,+359,,,138,,,,,0,0,,,,,,,+0,,,+0,,,,,1,0,0,"7000",3,+16,0,0,30.1,0.0,,0.0,0.5,,,18.5,12.8,,-4.0,188.7,140.1,,,,,,,,,,+16,,+16,,,+15.2,+15.8,+13,+0.5,+4.998,,,,,,+3.3,+15.9,,,,,
