Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),Thermocouple 5 (deg C),Thermocouple 6 (deg C),Thermocouple 7 (deg C),Thermocouple 8 (deg C),Thermocouple 9 (deg C),EGT 2 (deg C),Thermocouple 11 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),CHT 1 TEMPERATURE (deg C),CHT 2 TEMPERATURE (deg C),ELEV POSITION (%),FUEL PRESSURE (PSI),PHEAT CONTACT (V),GP Input 6,GP Input 7,GP Input 8,GP Input 9,GP Input 10,OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,
42.06,1,12,2022-09-25 09:44:53,+55.36696,+10.03013,152,0.0,190.2,-3.8,,,,,09:44:52,+1.5,+0.7,167.8,0.0,+158,+0.0,+0.01,+1.0,99,+39,+13,0.0,29.89,-52,,,138,,,,,0,0,,,,,,,-1,,,-45,,,,,1,0,0,"7000",72,+20,2388,2388,15.9,4.5,,4.5,4.9,,,18.4,13.5,,+6.2,188.7,140.1,,,,,,,,,,+541,,+495,,,+39.3,+38.3,+13,+4.9,+4.998,,,,,,+71.6,+20.5,,,,,
43.06,1,12,2022-09-25 09:44:54,+55.36696,+10.03013,152,0.0,190.2,-3.8,,,,,09:44:53,+1.5,+0.7,167.8,0.0,+158,+0.0,+0.01,+1.1,99,+40,+13,0.0,29.89,-44,,,138,,,,,0,0,,,,,,,-1,,,-45,,,,,1,0,0,"7000",71,+21,2396,2396,15.9,4.5,,4.5,4.9,,,18.4,13.5,,+6.1,188.7,140.1,,,,,,,,,,+542,,+496,,,+39.5,+38.6,+13,+4.9,+4.998,,,,,,+71.3,+20.6,,,,,
44.06,1,12,2022-09-25 09:44:55,+55.36696,+10.03013,152,0.0,190.2,-3.8,,,,,09:44:54,+1.5,+0.7,167.7,0.0,+158,+0.0,+0.01,+1.0,99,+6,+13,0.0,29.89,-44,,,138,,,,,0,0,,,,,,,-1,,,-46,,,,,1,0,0,"7000",71,+21,2376,2376,15.9,4.5,,4.5,4.9,,,18.4,13.5,,+6.1,188.7,140.1,,,,,,,,,,+543,,+496,,,+39.9,+38.9,+13,+4.9,+4.998,,,,,,+71.2,+20.6,,,,,
45.06,1,12,2022-09-25 09:44:56,+55.36696,+10.03013,153,0.0,190.2,-3.8,,,,,09:44:55,+1.5,+0.7,167.7,0.0,+158,+0.0,+0.01,+1.0,99,+18,+13,0.0,29.89,-44,,,138,,,,,0,0,,,,,,,-1,,,-47,,,,,1,0,0,"7000",71,+21,2398,2398,15.9,4.4,,4.4,5.0,,,18.4,13.5,,+6.0,188.7,140.1,,,,,,,,,,+544,,+497,,,+40.2,+39.2,+13,+5.0,+4.998,,,,,,+71.0,+20.8,,,,,
46.06,1,12,2022-09-25 09:44:57,+55.36696,+10.03013,153,0.0,190.2,-3.8,,,,,09:44:56,+1.5,+0.7,167.7,0.0,+158,+0.0,+0.01,+1.0,99,+21,+13,0.0,29.89,-52,,,138,,,,,0,0,,,,,,,-1,,,-47,,,,,1,0,0,"7000",71,+21,2403,2403,15.8,4.4,,4.4,5.0,,,18.4,13.5,,+6.1,188.7,140.1,,,,,,,,,,+545,,+498,,,+40.5,+39.5,+13,+5.0,+4.998,,,,,,+70.7,+20.9,,,,,
47.06,1,12,2022-09-25 09:44:58,+55.36696,+10.03013,154,0.0,190.2,-3.8,,,,,09:44:57,+1.4,+0.6,167.8,0.0,+158,+0.1,+0.01,+0.9,99,+18,+13,0.0,29.89,-52,,,138,,,,,0,0,,,,,,,-1,,,-48,,,,,1,0,0,"7000",71,+21,2367,2367,15.9,4.5,,4.5,4.9,,,18.4,13.5,,+6.1,188.7,140.1,,,,,,,,,,+545,,+499,,,+40.8,+39.7,+13,+4.9,+4.998,,,,,,+70.9,+21.0,,,,,
48.06,1,12,2022-09-25 09:44:59,+55.36696,+10.03013,154,0.0,190.2,-3.8,,,,,09:44:58,+1.5,+0.7,167.8,0.0,+158,+0.1,+0.01,+1.0,99,-3,+13,0.0,29.89,-52,,,138,,,,,0,0,,,,,,,-1,,,-48,,,,,1,0,0,"7000",70,+21,2400,2400,16.0,4.5,,4.5,4.8,,,18.4,13.5,,+6.0,188.7,140.1,,,,,,,,,,+546,,+499,,,+41.0,+40.0,+13,+4.8,+4.998,,,,,,+70.3,+21.1,,,,,
49.06,1,12,2022-09-25 09:45:00,+55.36697,+10.03013,154,0.0,190.2,-3.8,,,,,09:44:59,+1.6,+0.7,167.8,0.0,+158,+0.1,+0.01,+1.0,99,-17,+13,0.0,29.89,-44,,,138,,,,,0,0,,,,,,,-1,,,-49,,,,,1,0,0,"7000",70,+21,2390,2390,15.9,4.5,,4.5,4.9,,,18.4,13.5,,+5.9,188.7,140.1,,,,,,,,,,+547,,+500,,,+41.4,+40.2,+13,+4.9,+4.998,,,,,,+70.3,+21.2,,,,,
50.06,1,12,2022-09-25 09:45:01,+55.36697,+10.03013,155,0.0,190.2,-3.8,,,,,09:45:00,+1.6,+0.6,167.8,0.0,+158,+0.0,+0.02,+1.0,99,-19,+13,0.0,29.89,-44,,,138,,,,,0,0,,,,,,,-1,,,-49,,,,,1,0,0,"7000",70,+21,2375,2375,15.9,4.5,,4.5,4.9,,,18.4,13.5,,+6.0,188.7,140.2,,,,,,,,,,+547,,+501,,,+41.7,+40.4,+13,+4.9,+4.998,,,,,,+70.1,+21.3,,,,,
51.06,1,12,2022-09-25 09:45:02,+55.36697,+10.03013,155,0.0,190.2,-3.8,,,,,09:45:01,+1.6,+0.7,167.7,0.0,+158,+0.0,+0.01,+1.0,99,+19,+13,0.0,29.89,-44,,,138,,,,,0,0,,,,,,,-1,,,-49,,,,,1,0,0,"7000",70,+21,2402,2402,15.9,4.6,,4.6,4.9,,,18.4,13.5,,+6.0,188.7,140.2,,,,,,,,,,+548,,+501,,,+42.1,+40.6,+13,+4.9,+4.998,,,,,,+69.8,+21.4,,,,,
52.06,1,12,2022-09-25 09:45:03,+55.36697,+10.03013,155,0.0,190.2,-3.8,,,,,09:45:02,+1.5,+0.7,167.7,0.0,+158,+0.0,+0.01,+0.9,99,+33,+13,0.0,29.89,-42,,,138,,,,,0,0,,,,,,,-1,,,-49,,,,,1,0,0,"7000",70,+21,2392,2392,15.9,4.6,,4.6,4.9,,,18.4,13.5,,+5.9,188.7,140.2,,,,,,,,,,+548,,+501,,,+42.5,+40.9,+13,+4.9,+4.998,,,,,,+69.6,+21.5,,,,,
53.06,1,12,2022-09-25 09:45:04,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:03,+1.5,+0.7,167.7,0.0,+158,+0.1,+0.01,+1.0,99,+52,+13,0.0,29.89,-44,,,138,,,,,0,0,,,,,,,-1,,,-49,,,,,1,0,0,"7000",70,+22,2358,2358,15.9,4.6,,4.6,4.9,,,18.4,13.5,,+5.9,188.7,140.2,,,,,,,,,,+548,,+502,,,+42.9,+41.1,+13,+4.9,+4.998,,,,,,+69.8,+21.6,,,,,
54.06,1,12,2022-09-25 09:45:05,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:04,+1.5,+0.8,167.6,0.0,+158,+0.1,+0.01,+1.0,99,+50,+13,0.0,29.89,-44,,,138,,,,,0,0,,,,,,,-1,,,-49,,,,,1,0,0,"7000",69,+22,2408,2408,15.9,4.6,,4.6,4.9,,,18.4,13.5,,+5.9,188.7,140.2,,,,,,,,,,+549,,+503,,,+43.2,+41.4,+13,+4.9,+4.998,,,,,,+69.2,+21.7,,,,,
55.06,1,12,2022-09-25 09:45:06,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:05,+1.5,+0.8,167.6,0.0,+158,+0.1,+0.02,+1.0,99,+45,+13,0.0,29.89,-44,,,138,,,,,0,0,,,,,,,-1,,,-49,,,,,1,0,0,"7000",69,+22,2398,2398,15.9,4.6,,4.6,5.0,,,18.4,13.5,,+5.9,188.7,140.2,,,,,,,,,,+549,,+504,,,+43.5,+41.6,+13,+5.0,+4.998,,,,,,+69.2,+21.8,,,,,
56.06,1,12,2022-09-25 09:45:07,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:06,+1.5,+0.8,167.6,0.0,+158,+0.1,+0.01,+1.1,99,+43,+13,0.0,29.89,-42,,,138,,,,,0,0,,,,,,,-1,,,-50,,,,,1,0,0,"7000",69,+22,2384,2384,15.9,4.5,,4.5,4.9,,,18.4,13.5,,+5.9,188.7,140.2,,,,,,,,,,+550,,+504,,,+43.6,+41.9,+13,+4.9,+4.998,,,,,,+69.0,+21.9,,,,,
57.06,1,12,2022-09-25 09:45:08,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:07,+1.5,+0.8,167.6,0.0,+159,+0.1,+0.01,+1.0,99,+50,+13,0.0,29.89,-43,,,138,,,,,0,0,,,,,,,-1,,,-50,,,,,1,0,0,"7000",69,+22,2394,2394,15.9,4.5,,4.5,4.9,,,18.4,13.5,,+5.8,188.7,140.2,,,,,,,,,,+551,,+504,,,+43.9,+42.1,+13,+4.9,+4.998,,,,,,+68.7,+22.0,,,,,
58.06,1,12,2022-09-25 09:45:09,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:08,+1.5,+0.8,167.6,0.0,+160,+0.1,+0.01,+1.0,99,+57,+13,0.0,29.89,-43,,,138,,,,,0,0,,,,,,,-1,,,-50,,,,,1,0,0,"7000",69,+22,2399,2399,16.0,4.5,,4.5,4.9,,,18.4,13.5,,+5.9,188.7,140.2,,,,,,,,,,+551,,+505,,,+44.1,+42.4,+13,+4.9,+4.998,,,,,,+68.5,+22.1,,,,,
59.06,1,12,2022-09-25 09:45:10,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:09,+1.6,+0.8,167.6,0.0,+161,+0.1,+0.01,+1.0,99,+41,+13,0.0,29.89,-43,,,138,,,,,0,0,,,,,,,-1,,,-51,,,,,1,0,0,"7000",68,+22,2408,2408,15.9,4.5,,4.5,4.8,,,18.4,13.5,,+5.9,188.7,140.2,,,,,,,,,,+552,,+506,,,+44.3,+42.6,+13,+4.8,+4.998,,,,,,+68.3,+22.2,,,,,
60.06,1,12,2022-09-25 09:45:11,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:10,+1.5,+0.8,167.6,0.0,+162,+0.1,+0.01,+1.0,99,+55,+13,0.0,29.89,-38,,,138,,,,,0,0,,,,,,,-1,,,-52,,,,,1,0,0,"7000",68,+22,2389,2389,15.9,4.5,,4.5,4.8,,,18.4,13.5,,+5.8,188.7,140.2,,,,,,,,,,+552,,+507,,,+44.6,+42.8,+13,+4.8,+4.998,,,,,,+68.3,+22.3,,,,,
61.06,1,12,2022-09-25 09:45:12,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:11,+1.6,+0.8,167.5,0.0,+162,+0.1,+0.01,+1.0,99,+44,+13,0.0,29.89,-38,,,138,,,,,0,0,,,,,,,-1,,,-52,,,,,1,0,0,"7000",68,+22,2400,2400,15.8,4.5,,4.5,4.9,,,18.4,13.5,,+5.8,188.7,140.2,,,,,,,,,,+552,,+507,,,+44.8,+43.1,+13,+4.9,+4.998,,,,,,+68.0,+22.5,,,,,
62.06,1,12,2022-09-25 09:45:13,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:12,+1.5,+0.7,167.6,0.0,+162,+0.0,+0.01,+1.0,99,+35,+13,0.0,29.89,-38,,,138,,,,,0,0,,,,,,,-1,,,-53,,,,,1,0,0,"7000",68,+23,2415,2415,15.9,4.6,,4.6,4.9,,,18.4,13.5,,+5.8,188.7,140.2,,,,,,,,,,+553,,+508,,,+45.1,+43.3,+13,+4.9,+4.998,,,,,,+67.6,+22.6,,,,,
63.06,1,12,2022-09-25 09:45:14,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:13,+1.5,+0.7,167.6,0.0,+162,+0.1,+0.01,+1.0,99,+20,+13,0.0,29.89,-37,,,138,,,,,0,0,,,,,,,-1,,,-53,,,,,1,0,0,"7000",68,+23,2398,2398,15.8,4.6,,4.6,4.9,,,18.4,13.5,,+5.8,188.7,140.2,,,,,,,,,,+553,,+509,,,+45.3,+43.6,+13,+4.9,+4.998,,,,,,+67.6,+22.7,,,,,
64.06,1,12,2022-09-25 09:45:15,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:14,+1.5,+0.6,167.7,0.0,+163,+0.0,+0.01,+1.0,99,+21,+13,0.0,29.89,-37,,,138,,,,,0,0,,,,,,,+77,,,-136,,,,,1,0,0,"7000",67,+23,2413,2413,15.8,4.6,,4.6,4.9,,,18.4,13.5,,+5.8,188.7,140.2,,,,,,,,,,+554,,+509,,,+45.5,+43.8,+15,+4.9,+4.998,,,,,,+67.3,+22.8,,,,,
65.06,1,12,2022-09-25 09:45:16,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:15,+1.5,+0.7,167.7,0.0,+163,+0.0,+0.02,+1.0,99,+19,+13,0.0,29.89,-37,,,138,,,,,0,0,,,,,,,-124,,,-17,,,,,1,0,0,"7000",67,+23,2402,2402,15.8,4.5,,4.5,4.9,,,18.4,13.5,,+5.7,188.7,140.2,,,,,,,,,,+554,,+509,,,+45.8,+44.0,+12,+4.9,+4.998,,,,,,+67.2,+22.9,,,,,
66.06,1,12,2022-09-25 09:45:17,+55.36697,+10.03013,156,0.0,190.2,-3.8,,,,,09:45:16,+1.5,+0.7,167.8,0.0,+163,+0.1,+0.01,+1.1,99,-18,+13,0.0,29.89,-36,,,138,,,,,0,0,,,,,,,-148,,,-77,,,,,1,0,0,"7000",67,+23,2403,2403,15.8,4.5,,4.5,4.9,,,18.4,13.5,,+5.8,188.7,140.2,,,,,,,,,,+554,,+510,,,+46.0,+44.3,+12,+4.9,+4.998,,,,,,+67.0,+23.0,,,,,
67.06,1,12,2022-09-25 09:45:18,+55.36697,+10.03013,155,0.0,190.2,-3.8,,,,,09:45:17,+1.6,+0.6,167.8,0.0,+163,+0.0,+0.01,+1.0,99,+19,+13,0.0,29.89,-36,,,138,,,,,0,0,,,,,,,-23,,,-20,,,,,1,0,0,"7000",67,+23,2390,2390,15.9,4.5,,4.5,4.8,,,18.4,13.5,,+5.8,188.7,140.2,,,,,,,,,,+555,,+511,,,+46.3,+44.5,+12,+4.8,+4.998,,,,,,+66.9,+23.1,,,,,
68.06,1,12,2022-09-25 09:45:19,+55.36697,+10.03013,155,0.0,190.2,-3.8,,,,,09:45:18,+1.6,+0.6,167.8,0.0,+163,+0.0,+0.01,+1.0,99,+19,+13,0.0,29.89,-36,,,138,,,,,0,0,,,,,,,+142,,,+6,,,,,1,0,0,"7000",67,+23,2408,2408,15.8,4.5,,4.5,4.9,,,18.4,13.5,,+5.7,188.7,140.2,,,,,,,,,,+555,,+511,,,+46.6,+44.8,+12,+4.9,+4.998,,,,,,+66.5,+23.2,,,,,
69.06,1,12,2022-09-25 09:45:20,+55.36697,+10.03013,155,0.0,190.2,-3.8,,,,,09:45:19,+1.5,+0.7,167.8,0.0,+164,+0.0,+0.01,+1.0,99,+11,+13,0.0,29.89,-35,,,138,,,,,0,0,,,,,,,+138,,,+5,,,,,1,0,0,"7000",66,+23,2404,2404,15.8,4.5,,4.5,4.9,,,18.3,13.5,,+5.7,188.7,140.2,,,,,,,,,,+555,,+512,,,+46.8,+45.0,+12,+4.9,+4.998,,,,,,+66.3,+23.3,,,,,
70.06,1,12,2022-09-25 09:45:21,+55.36697,+10.03013,155,0.0,190.2,-3.8,,,,,09:45:20,+1.5,+0.6,167.9,0.0,+164,+0.0,+0.01,+1.0,99,+11,+13,0.0,29.89,-35,,,138,,,,,0,0,,,,,,,-122,,,+3,,,,,1,0,0,"7000",66,+23,2393,2393,15.8,4.5,,4.5,4.9,,,18.3,13.5,,+5.7,188.7,140.2,,,,,,,,,,+555,,+513,,,+47.1,+45.2,+12,+4.9,+4.998,,,,,,+66.3,+23.5,,,,,
71.06,1,12,2022-09-25 09:45:22,+55.36697,+10.03013,154,0.0,190.2,-3.8,,,,,09:45:21,+1.5,+0.6,167.9,0.0,+164,+0.0,+0.01,+1.0,99,+8,+13,0.0,29.89,-34,,,138,,,,,0,0,,,,,,,-119,,,-3,,,,,1,0,0,"7000",66,+24,2401,2401,15.8,4.5,,4.5,4.8,,,18.3,13.5,,+5.7,188.7,140.2,,,,,,,,,,+555,,+513,,,+47.4,+45.4,+12,+4.8,+4.998,,,,,,+66.1,+23.5,,,,,
72.06,1,12,2022-09-25 09:45:23,+55.36697,+10.03013,154,0.0,190.2,-3.8,,,,,09:45:22,+1.5,+0.6,167.8,0.0,+164,+0.0,+0.01,+1.1,99,+11,+13,0.0,29.89,-34,,,138,,,,,0,0,,,,,,,-7,,,-3,,,,,1,0,0,"7000",66,+24,2394,2394,15.8,4.5,,4.5,4.9,,,18.3,13.5,,+5.7,188.7,140.2,,,,,,,,,,+556,,+513,,,+47.6,+45.6,+12,+4.9,+4.998,,,,,,+65.9,+23.7,,,,,
73.06,1,12,2022-09-25 09:45:24,+55.36697,+10.03012,154,0.0,190.2,-3.8,,,,,09:45:23,+1.5,+0.6,167.9,0.0,+164,+0.0,+0.01,+1.0,99,+4,+13,0.0,29.89,-34,,,138,,,,,0,0,,,,,,,-8,,,-54,,,,,1,0,0,"7000",66,+24,2420,2420,15.8,4.5,,4.5,5.0,,,18.3,13.5,,+5.7,188.7,140.2,,,,,,,,,,+556,,+514,,,+47.8,+45.9,+12,+5.0,+4.998,,,,,,+65.5,+23.8,,,,,
74.06,1,12,2022-09-25 09:45:25,+55.36697,+10.03012,154,0.0,190.2,-3.8,,,,,09:45:24,+1.4,+0.6,167.9,0.0,+164,+0.0,+0.01,+1.0,99,+15,+13,0.0,29.89,-24,,,138,,,,,0,0,,,,,,,-8,,,+58,,,,,1,0,0,"7000",65,+24,2412,2412,15.8,4.5,,4.5,5.0,,,18.3,13.5,,+5.7,188.7,140.2,,,,,,,,,,+556,,+514,,,+48.0,+46.2,+12,+5.0,+4.998,,,,,,+65.4,+23.9,,,,,
75.06,1,12,2022-09-25 09:45:26,+55.36697,+10.03012,153,0.0,190.2,-3.8,,,,,09:45:25,+1.5,+0.6,167.9,0.0,+165,+0.1,+0.01,+1.0,99,-2,+13,0.0,29.89,-24,,,138,,,,,0,0,,,,,,,-8,,,+35,,,,,1,0,0,"7000",65,+24,2411,2411,15.8,4.5,,4.5,4.9,,,18.3,13.5,,+5.7,188.7,140.2,,,,,,,,,,+556,,+514,,,+48.2,+46.4,+12,+4.9,+4.998,,,,,,+65.2,+24.0,,,,,
76.06,1,12,2022-09-25 09:45:27,+55.36697,+10.03012,153,0.0,190.2,-3.8,,,,,09:45:26,+1.6,+0.7,167.9,0.0,+165,+0.1,+0.01,+1.0,99,+15,+13,0.0,29.89,-24,,,138,,,,,0,0,,,,,,,-8,,,+27,,,,,1,0,0,"7000",65,+24,2414,2414,15.8,4.4,,4.4,5.0,,,18.3,13.5,,+5.7,188.7,140.2,,,,,,,,,,+557,,+514,,,+48.4,+46.6,+12,+5.0,+4.998,,,,,,+65.0,+24.1,,,,,
77.06,1,12,2022-09-25 09:45:28,+55.36697,+10.03012,153,0.0,190.2,-3.8,,,,,09:45:27,+1.6,+0.7,167.8,0.0,+165,+0.0,+0.01,+1.0,99,-6,+13,0.0,29.89,-23,,,138,,,,,0,0,,,,,,,-8,,,+24,,,,,1,0,0,"7000",65,+24,2410,2410,15.7,4.4,,4.4,5.0,,,18.3,13.5,,+5.6,188.7,140.2,,,,,,,,,,+557,,+515,,,+48.7,+46.8,+12,+5.0,+4.998,,,,,,+64.8,+24.2,,,,,
78.06,1,12,2022-09-25 09:45:29,+55.36697,+10.03012,153,0.0,190.2,-3.8,,,,,09:45:28,+1.6,+0.6,167.8,0.0,+165,+0.0,+0.01,+1.1,99,+8,+13,0.0,29.89,-23,,,138,,,,,0,0,,,,,,,-8,,,+19,,,,,1,0,0,"7000",65,+24,2421,2421,15.8,4.4,,4.4,4.9,,,18.3,13.5,,+5.7,188.7,140.2,,,,,,,,,,+557,,+516,,,+48.9,+47.0,+12,+4.9,+4.998,,,,,,+64.7,+24.3,,,,,
79.06,1,12,2022-09-25 09:45:30,+55.36697,+10.03012,153,0.0,190.2,-3.8,,,,,09:45:29,+1.6,+0.7,167.8,0.0,+165,+0.0,+0.01,+1.0,99,+14,+13,0.0,29.89,-23,,,138,,,,,0,0,,,,,,,-8,,,+13,,,,,1,0,0,"7000",64,+24,2424,2424,15.8,4.4,,4.4,4.9,,,18.3,13.5,,+5.7,188.7,140.2,,,,,,,,,,+558,,+516,,,+49.1,+47.2,+12,+4.9,+4.998,,,,,,+64.4,+24.4,,,,,
80.06,1,12,2022-09-25 09:45:31,+55.36697,+10.03012,153,0.0,190.2,-3.8,,,,,09:45:30,+1.6,+0.7,167.7,0.0,+165,+0.1,+0.01,+1.0,99,+1,+13,0.0,29.89,-23,,,138,,,,,0,0,,,,,,,-8,,,+8,,,,,1,0,0,"7000",64,+25,2422,2422,15.8,4.4,,4.4,4.9,,,18.3,13.5,,+5.6,188.7,140.2,,,,,,,,,,+558,,+517,,,+49.4,+47.4,+12,+4.9,+4.998,,,,,,+64.2,+24.5,,,,,
81.06,1,12,2022-09-25 09:45:32,+55.36697,+10.03012,153,0.0,190.2,-3.8,,,,,09:45:31,+1.6,+0.8,167.7,0.0,+165,+0.1,+0.01,+1.0,99,+13,+13,0.0,29.89,-23,,,138,,,,,0,0,,,,,,,-8,,,+5,,,,,1,0,0,"7000",64,+25,2395,2395,15.8,4.4,,4.4,5.0,,,18.3,13.5,,+5.6,188.7,140.2,,,,,,,,,,+558,,+517,,,+49.6,+47.6,+12,+5.0,+4.998,,,,,,+64.3,+24.6,,,,,
82.06,1,12,2022-09-25 09:45:33,+55.36697,+10.03012,152,0.0,190.2,-3.8,,,,,09:45:32,+1.6,+0.8,167.6,0.0,+165,+0.1,+0.01,+1.0,99,-33,+13,0.0,29.89,-23,,,138,,,,,0,0,,,,,,,-8,,,+3,,,,,1,0,0,"7000",64,+25,2409,2409,15.9,4.4,,4.4,4.9,,,18.3,13.5,,+5.6,188.7,140.2,,,,,,,,,,+558,,+516,,,+49.8,+47.9,+12,+4.9,+4.998,,,,,,+64.0,+24.8,,,,,
83.06,1,12,2022-09-25 09:45:34,+55.36697,+10.03012,152,0.0,190.2,-3.8,,,,,09:45:33,+1.6,+0.8,167.6,0.0,+165,+0.1,+0.01,+1.0,99,-27,+13,0.0,29.89,-22,,,138,,,,,0,0,,,,,,,-8,,,+2,,,,,1,0,0,"7000",64,+25,2379,2379,15.8,4.4,,4.4,4.9,,,18.3,13.5,,+5.5,188.7,140.2,,,,,,,,,,+558,,+517,,,+50.0,+48.1,+12,+4.9,+4.998,,,,,,+64.1,+24.9,,,,,
84.06,1,12,2022-09-25 09:45:35,+55.36697,+10.03012,152,0.0,190.2,-3.8,,,,,09:45:34,+1.6,+0.8,167.6,0.0,+165,+0.0,+0.01,+1.0,99,-19,+13,0.0,29.89,-22,,,138,,,,,0,0,,,,,,,-8,,,-4,,,,,1,0,0,"7000",64,+25,2387,2387,15.9,4.4,,4.4,4.9,,,18.3,13.5,,+5.4,188.7,140.2,,,,,,,,,,+559,,+517,,,+50.2,+48.2,+12,+4.9,+4.998,,,,,,+63.9,+25.0,,,,,
85.06,1,12,2022-09-25 09:45:36,+55.36697,+10.03012,152,0.0,190.2,-3.8,,,,,09:45:35,+1.6,+0.7,167.6,0.0,+165,+0.1,+0.01,+1.0,99,-29,+13,0.0,29.89,-22,,,138,,,,,0,0,,,,,,,-8,,,-7,,,,,1,0,0,"7000",64,+25,2395,2395,15.9,4.5,,4.5,4.9,,,18.3,13.5,,+5.5,188.7,140.2,,,,,,,,,,+559,,+518,,,+50.4,+48.5,+12,+4.9,+4.998,,,,,,+63.6,+25.1,,,,,
86.06,1,12,2022-09-25 09:45:37,+55.36697,+10.03012,152,0.0,190.2,-3.8,,,,,09:45:36,+1.6,+0.8,167.5,0.0,+165,+0.0,+0.01,+1.0,99,-31,+13,0.0,29.89,-22,,,138,,,,,0,0,,,,,,,-8,,,-11,,,,,1,0,0,"7000",63,+25,2404,2404,16.0,4.5,,4.5,5.0,,,18.3,13.5,,+5.5,188.7,140.2,,,,,,,,,,+560,,+517,,,+50.7,+48.7,+12,+5.0,+4.998,,,,,,+63.4,+25.2,,,,,
87.06,1,12,2022-09-25 09:45:38,+55.36697,+10.03012,152,0.0,190.2,-3.8,,,,,09:45:37,+1.6,+0.8,167.5,0.0,+165,+0.0,+0.01,+1.0,99,-39,+13,0.0,29.89,-22,,,138,,,,,0,0,,,,,,,-8,,,-14,,,,,1,0,0,"7000",63,+25,2408,2408,15.9,4.5,,4.5,4.9,,,18.3,13.5,,+5.6,188.7,140.2,,,,,,,,,,+560,,+517,,,+50.9,+48.9,+12,+4.9,+4.998,,,,,,+63.1,+25.3,,,,,
88.06,1,12,2022-09-25 09:45:39,+55.36697,+10.03012,152,0.0,190.2,-3.8,,,,,09:45:38,+1.6,+0.8,167.5,0.0,+165,+0.0,+0.01,+1.0,99,-39,+13,0.0,29.89,-22,,,138,,,,,0,0,,,,,,,-8,,,-17,,,,,1,0,0,"7000",63,+25,2405,2405,15.9,4.5,,4.5,5.0,,,18.3,13.5,,+5.6,188.7,140.2,,,,,,,,,,+560,,+517,,,+51.1,+49.1,+12,+5.0,+4.998,,,,,,+63.1,+25.4,,,,,
89.06,1,12,2022-09-25 09:45:40,+55.36697,+10.03012,152,0.0,190.2,-3.8,,,,,09:45:39,+1.6,+0.7,167.5,0.0,+165,+0.1,+0.01,+1.0,99,-27,+13,0.0,29.89,-14,,,138,,,,,0,0,,,,,,,-8,,,-20,,,,,1,0,0,"7000",63,+26,2391,2391,16.0,4.4,,4.4,5.0,,,18.3,13.5,,+5.5,188.7,140.2,,,,,,,,,,+560,,+517,,,+51.3,+49.4,+12,+5.0,+4.998,,,,,,+63.1,+25.5,,,,,
